TransactionID,DeviceType,DeviceInfo,id_15,id_23,id_30,id_31,id_33
3000098,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000099,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000100,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000101,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000102,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000103,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000104,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000105,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000106,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000107,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000108,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000109,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000110,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000111,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000112,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000113,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000114,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000115,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000116,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000117,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000118,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000119,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000120,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000121,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000122,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000123,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000124,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000125,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000126,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000127,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000128,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000129,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000130,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000131,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000132,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000133,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000134,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000135,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000136,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000137,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000138,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000139,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000140,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000141,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000142,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000143,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000144,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000145,desktop,Windows,New,,Windows 10,chrome 63.0,1920x1080
3000146,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000147,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000148,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000149,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000150,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000151,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000152,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000153,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000154,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000155,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000156,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000157,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000158,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000159,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000160,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000161,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000162,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000163,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000164,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000165,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000166,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000167,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000168,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000169,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000170,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000171,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000172,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000173,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000174,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000175,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000176,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000177,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000178,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000179,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000180,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000181,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000182,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000183,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000184,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000185,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000186,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000187,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000188,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000189,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000190,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000191,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000192,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000193,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000194,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000195,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000196,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000197,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000198,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000199,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000200,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000201,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000202,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000203,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000204,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000205,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000206,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000207,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000208,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000209,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000210,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000211,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000212,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000213,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000214,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000215,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000216,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000217,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000218,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000219,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000220,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000221,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000222,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000223,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000224,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000225,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000226,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000227,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000228,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000229,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000230,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000231,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000232,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000233,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000234,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000235,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000236,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000237,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000238,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000239,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000240,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000241,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000242,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000243,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000244,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000245,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000246,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000247,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000248,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000249,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000250,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000251,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000252,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000253,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000254,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000255,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000256,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000257,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000258,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000259,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000260,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000261,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000262,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000263,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000264,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000265,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000266,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000267,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000268,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000269,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000270,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000271,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000272,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000273,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000274,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000275,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000276,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000277,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000278,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000279,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000280,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000281,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000282,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000283,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000284,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000285,desktop,Windows,New,,Windows 10,chrome 63.0,1920x1080
3000347,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000348,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000349,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000350,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000351,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000352,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000353,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000354,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000355,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000356,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000357,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000358,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000359,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000360,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000361,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000362,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000363,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000364,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000365,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000366,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000367,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000368,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000369,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000370,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000371,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000372,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000373,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000374,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000375,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000376,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000377,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000378,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000379,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000380,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000381,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000382,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000383,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000384,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000385,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000386,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000387,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000388,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000389,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000390,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000391,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000392,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000393,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000394,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000395,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000396,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000397,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000398,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000399,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000400,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000401,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000402,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000403,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000404,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000405,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000406,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000407,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000408,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000409,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000410,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000411,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000412,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000413,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000414,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000415,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000416,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000417,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000418,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000419,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000420,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000421,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000422,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000423,desktop,Windows,New,,Windows 10,chrome 63.0,1920x1080
3000424,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000425,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000426,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000427,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000428,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000429,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000430,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000431,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000432,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000433,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000434,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000435,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000436,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000437,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000438,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000439,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000440,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000441,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000442,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000443,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000444,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000445,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000446,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000447,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000448,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000449,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000450,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000451,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000452,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000453,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000454,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000455,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000456,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000457,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000458,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000459,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000460,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000461,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000462,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000463,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000464,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000465,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000466,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000467,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000468,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000469,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000470,desktop,Windows,New,,Windows 10,chrome 63.0,1920x1080
3000471,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000472,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000473,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000474,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000475,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000476,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000477,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000478,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000479,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000480,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000481,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000482,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000483,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000484,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000485,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000486,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000487,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000488,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000489,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000490,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000491,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000492,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000493,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000494,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000495,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000496,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000497,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000498,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000499,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000500,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000501,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000502,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000503,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000504,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000505,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000506,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000507,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000508,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000509,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000510,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000511,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000512,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
3000513,desktop,Windows,Found,,Windows 10,chrome 63.0,1920x1080
